Wall time,Step,Value
1712098913.9307778,22968,37.04584503173828
1712099011.521603,26454,25.736831665039062
1712099134.57508,30751,29.32726287841797
1712099161.9963937,31686,34.25368881225586
1712099327.159847,37469,49.0009765625
1712099383.9279583,39380,45.979400634765625
1712099602.493701,46088,28.447046279907227
1712112664.872067,50671,6.701430320739746
1712112714.4366086,52592,5.610204696655273
1712112728.0902534,53021,4.736176490783691
1712112730.0779626,53079,4.213913917541504
1712112736.1266043,53256,5.280539035797119
1712112747.865794,53608,3.151843547821045
1712112764.0433388,54096,2.0351343154907227
1712112779.5888515,54531,4.80366849899292
1712112791.4942048,54874,3.423962116241455
1712112794.0449636,54942,5.236157417297363
1712112794.914952,54966,3.2133517265319824
1712112803.5163348,55234,3.6476492881774902
1712112811.122453,55453,5.909122943878174
1712112831.2452517,56043,5.216492176055908
1712112836.8737354,56219,4.709932327270508
1712112857.464652,56845,6.8563408851623535
1712112865.9132743,57119,3.954108715057373
1712112874.5924442,57399,2.8952136039733887
1712112883.5235968,57654,3.942551612854004
1712112885.435164,57710,5.820290565490723
1712112889.055164,57833,6.453121662139893
1712112897.5129905,58099,5.926939010620117
1712112907.727735,58393,3.85988450050354
1712112913.1140292,58558,5.210881233215332
1712112931.5905442,59138,4.505311012268066
1712112937.2338173,59307,6.309587001800537
1712112949.1148243,59662,7.9831953048706055
1712112958.6378982,59918,5.499990463256836
1712112960.9939497,59992,3.9690136909484863
1712112968.1482327,60187,6.951687812805176
1712112977.7227616,60446,7.630880832672119
1712113001.4154696,61115,4.683135986328125
1712113023.8658762,61745,5.998579978942871
1712113030.3728614,61928,7.013003349304199
1712113032.2529926,61977,6.311195373535156
1712113038.5963466,62156,6.776575088500977
1712113041.333024,62230,7.337127685546875
1712113064.9278448,62861,5.6200103759765625
1712113100.9652233,63843,8.131715774536133
1712113113.2342749,64171,5.573668479919434
1712113116.4493728,64256,5.83358097076416
1712113135.2465184,64751,5.728030204772949
1712113149.6965027,65155,5.511076927185059
1712113165.9721854,65599,5.599382400512695
1712113167.377868,65635,8.012131690979004
1712113169.9525788,65711,6.77478551864624
1712113171.5740895,65757,4.433200836181641
1712113178.8055108,65932,7.4786152839660645
1712113215.9635544,66918,5.717045783996582
1712113229.426617,67284,7.8944292068481445
1712113234.2955756,67415,14.968467712402344
1712113235.5460093,67449,7.3658447265625
1712113248.5280087,67815,8.055049896240234
1712113266.5181324,68289,9.109834671020508
1712113278.0752885,68602,5.452294826507568
1712113351.6518989,70617,10.544118881225586
1712113354.8976917,70714,8.344267845153809
1712113355.853096,70741,8.349067687988281
1712113356.796763,70772,6.687063217163086
1712113412.4621232,72418,7.70326042175293
1712113429.89728,72968,8.042158126831055
1712113434.97027,73112,7.541607856750488
1712113472.0035448,74289,10.931791305541992
1712113479.648919,74516,9.26991081237793
1712113490.0461168,74836,4.803818702697754
1712113493.2926328,74935,10.29316520690918
1712113515.7647352,75650,7.721916675567627
1712113528.4233327,76014,11.010639190673828
1712113530.0987592,76075,7.754195690155029
1712113545.0528777,76548,6.609328746795654
1712113555.026767,76904,6.209054946899414
1712113571.2378547,77432,8.150205612182617
1712113576.6078908,77609,7.7323431968688965
1712113587.0469968,77955,13.030715942382812
1712113593.441463,78162,6.81521463394165
1712113608.4301078,78671,6.305797576904297
1712113617.46285,78960,7.738746166229248
1712113618.359343,78983,7.130745887756348
1712113622.78932,79138,2.3606977462768555
1712113626.6401117,79264,7.9017181396484375
1712113641.7364576,79811,9.7034912109375
1712113642.3788593,79840,7.070517539978027
1712113672.116366,81439,9.029397964477539
1712113735.4275234,84681,8.547883033752441
1712113756.4217434,85814,7.380060195922852
1712113771.953377,86668,9.691167831420898
1712113802.3809857,88259,6.424700736999512
1712113810.088664,88665,7.805243968963623
1712113827.490786,89546,7.820416450500488
1712113874.9327452,92189,5.5303192138671875
1712113877.9563186,92388,9.08242130279541
1712113925.5030124,95369,4.952638626098633
1712113940.9747007,96193,7.192515850067139
1712113973.6969156,97938,7.4855546951293945
1712114003.7192318,99223,8.533992767333984
1712114023.34697,100008,8.313606262207031
1712114030.658391,100376,7.6158928871154785
1712114125.2355833,102465,4.034426212310791
1712114166.1905687,103328,7.601604461669922
1712114207.4019604,104215,5.097282409667969
1712114208.5157094,104238,8.204048156738281
1712114210.5958676,104282,5.758270263671875
1712114230.4200065,104709,7.6811723709106445
1712114233.7904656,104781,7.416193008422852
1712114317.8544989,106578,7.727056980133057
1712114323.6580112,106694,10.832830429077148
1712114339.2414813,107018,8.472713470458984
1712114351.2336805,107257,9.459053993225098
1712114354.6279032,107334,4.9376220703125
1712114365.3977253,107572,8.00324821472168
1712114380.4020967,107888,6.822040557861328
1712114388.165465,108068,8.090991973876953
1712114391.2971256,108145,6.478089809417725
1712114402.1174958,108405,9.350347518920898
1712114523.781896,111718,7.748549938201904
1712114545.477427,112171,8.646411895751953
1712114552.547492,112380,7.9708757400512695
1712114574.6511328,113058,6.969196319580078
1712114577.6256802,113194,10.328178405761719
