Wall time,Step,Value
1712027444.6070664,3126,0.9703029990196228
1712027487.6776676,4471,0.9575254917144775
1712027505.6190512,4988,0.9526140093803406
1712027563.9470809,6805,0.9353525042533875
1712027667.3816438,9959,0.9053894877433777
1712027725.5645273,11683,0.8890115022659302
1712027729.9468744,11810,0.8878049850463867
1712027772.4693406,13087,0.8756734728813171
1712027916.6414955,17555,0.8332275152206421
1712027944.3770468,18409,0.8251144886016846
1712027989.9062057,19864,0.8112919926643372
1712028236.0085995,27369,0.7399945259094238
1712028305.891164,29135,0.7232174873352051
1712028366.1050467,30609,0.7092145085334778
1712028377.0622323,30872,0.706716001033783
1712028523.7053423,34486,0.6723830103874207
1712028557.5716467,35316,0.664497971534729
1712028569.2861826,35590,0.6618949770927429
1712028686.5203333,38596,0.6333379745483398
1712028688.536634,38654,0.6327869892120361
1712028710.0315392,39240,0.6272199749946594
1712028714.5908058,39367,0.6260135173797607
1712028757.9140742,40496,0.6152880191802979
1712028800.3345346,41486,0.605883002281189
1712028828.5509622,42165,0.5994325280189514
1712028833.4534352,42265,0.5984824895858765
1712028855.0802104,42754,0.5938370227813721
1712028912.8034108,44594,0.5763570070266724
1712028930.557058,45125,0.5713124871253967
1712029004.9137044,47325,0.5504124760627747
1712029029.4317307,48205,0.5420525074005127
1712029059.6171463,49327,0.5313935279846191
1712029150.7624326,52536,0.5009080171585083
1712029163.6966996,52939,0.4970794916152954
1712029419.3323693,59046,0.43906301259994507
1712029440.5071816,59483,0.43491148948669434
1712029549.058523,61727,0.41359350085258484
1712029550.290852,61751,0.41336551308631897
1712029600.340638,62713,0.40422651171684265
1712029612.0574212,62929,0.4021745026111603
1712029627.0951476,63227,0.39934349060058594
1712029638.2914703,63442,0.39730098843574524
1712029718.6022046,65013,0.382376492023468
1712029732.3858213,65293,0.3797164857387543
1712029754.0401282,65722,0.37564098834991455
1712029763.232737,65895,0.3739975094795227
1712029789.6836681,66431,0.36890551447868347
1712029813.0661561,66904,0.36441200971603394
1712029815.5888622,66960,0.3638800084590912
1712029858.9483285,67971,0.35427549481391907
1712029872.717122,68323,0.3509314954280853
1712029942.4760945,70154,0.3335370123386383
1712029987.1157045,71344,0.3222320079803467
1712029994.712129,71560,0.3201799988746643
1712030050.3251162,72966,0.3068229854106903
1712030094.4934318,74224,0.294871985912323
1712030171.5490448,76207,0.276033490896225
1712030274.3097565,78501,0.2542405128479004
1712030279.2205355,78593,0.25336650013923645
1712030416.5463872,81853,0.22239649295806885
1712030453.30801,82557,0.21570849418640137
1712030502.7225997,83827,0.20364350080490112
1712030508.8379076,84029,0.20172449946403503
1712030621.5141056,88283,0.16131150722503662
1712030627.2464607,88558,0.15869900584220886
1712030920.4422865,98858,0.06084899976849556
1712031040.6576948,102630,0.05000000074505806
1712031151.729662,105334,0.05000000074505806
1712031174.4224415,105789,0.05000000074505806
1712031217.1079614,106904,0.05000000074505806
1712031831.4642348,123148,0.05000000074505806
1712032344.781173,138618,0.05000000074505806
1712032373.9290855,139397,0.05000000074505806
1712032420.1156824,140567,0.05000000074505806
1712032461.884751,141794,0.05000000074505806
1712032620.4732049,146689,0.05000000074505806
1712032779.326046,151453,0.05000000074505806
1712032789.383946,151813,0.05000000074505806
1712032908.1703415,155244,0.05000000074505806
1712032960.213738,156680,0.05000000074505806
1712032991.685485,157294,0.05000000074505806
1712033170.7908056,162034,0.05000000074505806
1712033511.1970532,171851,0.05000000074505806
1712033528.8114734,172463,0.05000000074505806
1712033625.6681902,175468,0.05000000074505806
1712033632.9751701,175718,0.05000000074505806
1712033673.504687,176822,0.05000000074505806
1712033694.3575778,177459,0.05000000074505806
1712033712.2874234,178086,0.05000000074505806
1712033729.1535435,178603,0.05000000074505806
1712033948.7462018,184173,0.05000000074505806
1712034015.1815631,186033,0.05000000074505806
1712034021.4513335,186231,0.05000000074505806
1712034092.4589148,188074,0.05000000074505806
1712034224.961235,192789,0.05000000074505806
1712034233.8684475,193036,0.05000000074505806
1712034519.8571706,201619,0.05000000074505806
1712034523.1775005,201695,0.05000000074505806
1712034591.5686815,203669,0.05000000074505806
1712034595.6761093,203791,0.05000000074505806
1712034606.2115965,204086,0.05000000074505806
1712034704.742889,206783,0.05000000074505806
1712034725.7220078,207294,0.05000000074505806
1712034737.391138,207515,0.05000000074505806
1712034906.337779,212120,0.05000000074505806
1712034913.0111952,212304,0.05000000074505806
1712034923.6697288,212602,0.05000000074505806
1712035009.9351103,215013,0.05000000074505806
1712035014.4694371,215112,0.05000000074505806
1712035239.8602004,221352,0.05000000074505806
1712035258.022515,221767,0.05000000074505806
1712035274.4208426,222259,0.05000000074505806
1712035378.6335142,224909,0.05000000074505806
1712035555.095517,228960,0.05000000074505806
1712035918.8542662,237486,0.05000000074505806
1712036090.6024723,241090,0.05000000074505806
1712036093.4649134,241160,0.05000000074505806
1712036137.2455592,242195,0.05000000074505806
1712036166.0195868,242774,0.05000000074505806
1712036211.477035,243750,0.05000000074505806
